Date,Année,Mois,Jour,Prix
2017-11-13,2017,11,13,5487.15
2017-11-14,2017,11,14,5079.19
2017-11-15,2017,11,15,5662.26
2017-11-16,2017,11,16,5680.15
2017-11-17,2017,11,17,6253.78
2017-11-18,2017,11,18,6645.07
2017-11-19,2017,11,19,6560.64
2017-11-20,2017,11,20,6602.55
2017-11-21,2017,11,21,6793.29
2017-11-22,2017,11,22,7001.29
2017-11-23,2017,11,23,6930.79
2017-11-24,2017,11,24,7010.18
2017-11-25,2017,11,25,6811.82
2017-11-26,2017,11,26,6909.83
2017-11-27,2017,11,27,7273.52
2017-11-28,2017,11,28,7699.62
2017-11-29,2017,11,29,8107.03
2017-11-30,2017,11,30,8311.49
2017-12-01,2017,12,1,8438.79
2017-12-02,2017,12,2,8564.24
2017-12-03,2017,12,3,9176.17
2017-12-04,2017,12,4,9250.96
2017-12-05,2017,12,5,9513.85
2017-12-06,2017,12,6,9755.3
2017-12-07,2017,12,7,9942.29
2017-12-08,2017,12,8,11795.53
2017-12-09,2017,12,9,15046.27
2017-12-10,2017,12,10,13503.35
2017-12-11,2017,12,11,12697.71
2017-12-12,2017,12,12,12669.29
2017-12-13,2017,12,13,13863.96
2017-12-14,2017,12,14,14196.48
2017-12-15,2017,12,15,13651.18
2017-12-16,2017,12,16,13832.48
2017-12-17,2017,12,17,14879.76
2017-12-18,2017,12,18,16376.3
2017-12-19,2017,12,19,15992.81
2017-12-20,2017,12,20,15992.44
2017-12-21,2017,12,21,14992.29
2017-12-22,2017,12,22,13961.36
2017-12-23,2017,12,23,13009.24
2017-12-24,2017,12,24,11867.06
2017-12-25,2017,12,25,12503.76
2017-12-26,2017,12,26,11887.31
2017-12-27,2017,12,27,11733.82
2017-12-28,2017,12,28,13259.28
2017-12-29,2017,12,29,13087.45
2017-12-30,2017,12,30,12264.02
2017-12-31,2017,12,31,12247.68
2018-01-01,2018,1,1,10654.4
2018-01-02,2018,1,2,11850.31
2018-01-03,2018,1,3,11391.39
2018-01-04,2018,1,4,12319.79
2018-01-05,2018,1,5,12786.04
2018-01-06,2018,1,6,12725.41
2018-01-07,2018,1,7,14183.3
2018-01-08,2018,1,8,14338.58
2018-01-09,2018,1,9,13490.26
2018-01-10,2018,1,10,12618.13
2018-01-11,2018,1,11,12125.31
2018-01-12,2018,1,12,12427.96
2018-01-13,2018,1,13,11144.19
2018-01-14,2018,1,14,11497.98
2018-01-15,2018,1,15,11797.41
2018-01-16,2018,1,16,11300.22
2018-01-17,2018,1,17,11192.51
2018-01-18,2018,1,18,9306.21
2018-01-19,2018,1,19,9206.16
2018-01-20,2018,1,20,9325.4
2018-01-21,2018,1,21,9555.89
2018-01-22,2018,1,22,10538.09
2018-01-23,2018,1,23,9522.45
2018-01-24,2018,1,24,8869.76
2018-01-25,2018,1,25,8838.04
2018-01-26,2018,1,26,9231.54
2018-01-27,2018,1,27,8976.46
2018-01-28,2018,1,28,9190.63
2018-01-29,2018,1,29,9401.97
2018-01-30,2018,1,30,9030.15
2018-01-31,2018,1,31,8097.68
2018-02-01,2018,2,1,8153.29
2018-02-02,2018,2,2,7179.62
2018-02-03,2018,2,3,7097.12
2018-02-04,2018,2,4,7424.29
2018-02-05,2018,2,5,6544.21
2018-02-06,2018,2,6,5824.67
2018-02-07,2018,2,7,5759.53
2018-02-08,2018,2,8,6722.05
2018-02-09,2018,2,9,6755.16
2018-02-10,2018,2,10,7072.46
2018-02-11,2018,2,11,6850.15
2018-02-12,2018,2,12,6603.7
2018-02-13,2018,2,13,7108.61
2018-02-14,2018,2,14,7286.13
2018-02-15,2018,2,15,7570.4
2018-02-16,2018,2,16,8139.95
2018-02-17,2018,2,17,8246.05
2018-02-18,2018,2,18,8680.27
2018-02-19,2018,2,19,8628.54
2018-02-20,2018,2,20,9010.46
2018-02-21,2018,2,21,9380.2
2018-02-22,2018,2,22,9208.32
2018-02-23,2018,2,23,8499.69
2018-02-24,2018,2,24,8267.72
2018-02-25,2018,2,25,7870.5
2018-02-26,2018,2,26,7926.9
2018-02-27,2018,2,27,8414.86
2018-02-28,2018,2,28,8680.73
2018-03-01,2018,3,1,8590.41
2018-03-02,2018,3,2,8828.13
2018-03-03,2018,3,3,8785.39
2018-03-04,2018,3,4,9233.41
2018-03-05,2018,3,5,9271.28
2018-03-06,2018,3,6,9348.23
2018-03-07,2018,3,7,9367.16
2018-03-08,2018,3,8,7876.0
2018-03-09,2018,3,9,8048.12
2018-03-10,2018,3,10,7407.65
2018-03-11,2018,3,11,7143.93
2018-03-12,2018,3,12,7746.76
2018-03-13,2018,3,13,7503.78
2018-03-14,2018,3,14,7428.85
2018-03-15,2018,3,15,6748.12
2018-03-16,2018,3,16,6703.71
2018-03-17,2018,3,17,6632.6
2018-03-18,2018,3,18,6405.55
2018-03-19,2018,3,19,6274.17
2018-03-20,2018,3,20,6956.04
2018-03-21,2018,3,21,7284.42
2018-03-22,2018,3,22,7212.82
2018-03-23,2018,3,23,7123.52
2018-03-24,2018,3,24,7066.7
2018-03-25,2018,3,25,6991.23
2018-03-26,2018,3,26,6866.7
2018-03-27,2018,3,27,6824.98
2018-03-28,2018,3,28,6525.49
2018-03-29,2018,3,29,6482.1
2018-03-30,2018,3,30,5746.79
2018-03-31,2018,3,31,5540.98
2018-04-01,2018,4,1,5611.24
